,,,,,,Number of female deaths by five-year age group (thousands),,,,,,,,,,,,,,,,,,,
Index,Variant,"Region, subregion, country or area *",Notes,Country code,Period,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95+
2207,Medium variant,Syrian Arab Republic,,760,2080-2085,4.949,0.314,0.320,0.455,0.662,0.830,1.067,1.547,2.500,4.110,6.478,9.970,16.607,31.281,58.866,101.893,154.092,180.505,161.757,134.448
2208,Medium variant,Syrian Arab Republic,,760,2085-2090,4.572,0.295,0.304,0.445,0.650,0.815,1.028,1.433,2.267,3.775,6.054,9.296,15.362,28.142,53.505,99.726,163.667,211.737,187.339,151.894
2209,Medium variant,Syrian Arab Republic,,760,2090-2095,4.284,0.279,0.283,0.426,0.635,0.801,1.006,1.364,2.076,3.400,5.525,8.593,14.251,26.145,48.601,91.956,162.744,230.286,226.623,182.087
2210,Medium variant,Syrian Arab Republic,,760,2095-2100,4.144,0.273,0.275,0.407,0.604,0.771,0.977,1.328,1.990,3.190,5.150,8.134,13.821,25.676,47.916,89.138,156.342,228.427,240.491,218.681
2211,Medium variant,Turkey,,792,2015-2020,41.860,8.352,9.602,9.364,10.529,12.767,15.321,17.747,20.516,24.431,30.691,40.470,53.836,71.697,99.964,140.188,179.080,163.692,84.055,23.268
2212,Medium variant,Turkey,,792,2020-2025,34.003,6.822,8.050,8.028,9.473,11.570,13.700,16.518,20.184,25.126,32.004,41.963,56.764,80.530,114.479,154.153,187.832,184.738,115.323,36.544
2213,Medium variant,Turkey,,792,2025-2030,27.752,5.417,6.478,6.721,8.075,10.304,12.322,14.665,18.650,24.416,32.257,42.630,57.458,83.452,127.564,177.548,210.723,202.698,136.700,54.799
2214,Medium variant,Turkey,,792,2030-2035,22.995,4.395,5.281,5.676,6.987,8.952,11.129,13.415,16.811,22.826,31.586,43.188,58.765,85.051,132.990,200.993,250.764,238.697,160.531,71.641
2215,Medium variant,Turkey,,792,2035-2040,19.327,3.593,4.319,4.791,6.091,7.885,9.840,12.319,15.599,20.827,29.763,42.477,59.881,87.876,137.281,213.433,292.412,298.076,200.767,92.355
2216,Medium variant,Turkey,,792,2040-2045,16.421,2.991,3.573,4.010,5.209,6.942,8.780,11.041,14.508,19.504,27.269,40.030,59.014,90.114,143.098,223.821,318.978,361.013,265.220,124.947
2217,Medium variant,Turkey,,792,2045-2050,14.010,2.502,2.989,3.403,4.457,6.009,7.813,9.972,13.146,18.270,25.580,36.688,55.721,89.252,147.823,236.402,342.421,408.258,335.579,177.523
2218,Medium variant,Turkey,,792,2050-2055,12.073,2.115,2.519,2.918,3.847,5.192,6.826,8.951,11.984,16.682,24.087,34.423,51.022,84.442,146.796,245.886,367.417,450.887,394.847,242.245
2219,Medium variant,Turkey,,792,2055-2060,10.433,1.773,2.125,2.515,3.351,4.512,5.937,7.893,10.862,15.304,22.000,32.275,47.772,77.474,139.444,246.361,389.036,499.163,455.419,310.620
2220,Medium variant,Turkey,,792,2060-2065,9.105,1.505,1.795,2.165,2.940,3.955,5.179,6.898,9.635,13.928,20.199,29.441,44.805,72.775,128.644,236.346,396.793,544.190,525.758,388.087
2221,Medium variant,Turkey,,792,2065-2070,7.979,1.277,1.500,1.867,2.552,3.456,4.555,6.064,8.470,12.377,18.364,26.906,40.761,68.415,121.280,219.345,386.081,569.206,594.231,481.844
2222,Medium variant,Turkey,,792,2070-2075,7.068,1.087,1.269,1.601,2.228,3.032,4.006,5.354,7.483,10.923,16.321,24.392,37.234,62.486,114.799,208.020,364.041,567.932,644.218,587.845
2223,Medium variant,Turkey,,792,2075-2080,6.244,0.930,1.080,1.368,1.915,2.629,3.505,4.727,6.634,9.687,14.424,21.648,33.789,57.446,105.604,198.073,350.871,548.820,664.897,690.605
2224,Medium variant,Turkey,,792,2080-2085,5.508,0.797,0.924,1.189,1.661,2.265,3.040,4.150,5.881,8.592,12.733,19.009,29.871,52.270,97.205,182.426,337.687,539.444,662.164,773.985
2225,Medium variant,Turkey,,792,2085-2090,4.913,0.691,0.798,1.029,1.449,1.979,2.642,3.633,5.201,7.664,11.376,16.840,26.376,46.825,89.478,169.782,317.087,532.685,674.245,837.902
2226,Medium variant,Turkey,,792,2090-2095,4.397,0.588,0.675,0.891,1.264,1.727,2.299,3.161,4.559,6.785,10.108,14.940,23.296,41.458,80.182,156.521,296.695,507.108,681.392,907.066
2227,Medium variant,Turkey,,792,2095-2100,3.973,0.514,0.591,0.776,1.108,1.512,2.019,2.771,4.002,5.990,8.986,13.301,20.740,36.974,71.569,141.763,276.605,485.431,668.706,987.621
2228,Medium variant,United Arab Emirates,,784,2015-2020,1.174,0.108,0.134,0.203,0.251,0.316,0.436,0.556,0.834,1.186,1.461,1.762,1.962,1.696,1.400,1.146,1.138,0.838,0.414,0.181
2229,Medium variant,United Arab Emirates,,784,2020-2025,0.994,0.100,0.143,0.222,0.267,0.299,0.393,0.573,0.975,1.509,1.989,2.638,3.259,2.640,2.173,1.807,1.285,1.047,0.569,0.217
2230,Medium variant,United Arab Emirates,,784,2025-2030,0.955,0.087,0.132,0.235,0.289,0.312,0.372,0.517,1.014,1.781,2.575,3.655,4.910,4.494,3.437,2.842,2.093,1.233,0.728,0.306
2231,Medium variant,United Arab Emirates,,784,2030-2035,0.947,0.079,0.112,0.213,0.296,0.331,0.386,0.490,0.913,1.839,3.039,4.756,6.795,6.805,5.949,4.594,3.379,2.109,0.908,0.421
2232,Medium variant,United Arab Emirates,,784,2035-2040,0.922,0.079,0.106,0.186,0.268,0.338,0.410,0.511,0.850,1.631,3.102,5.591,8.729,9.472,9.143,8.079,5.620,3.510,1.642,0.558
2233,Medium variant,United Arab Emirates,,784,2040-2045,0.873,0.078,0.103,0.174,0.239,0.313,0.418,0.540,0.883,1.516,2.718,5.716,10.161,12.224,12.913,12.620,10.152,6.074,2.826,1.013
2234,Medium variant,United Arab Emirates,,784,2045-2050,0.814,0.075,0.101,0.169,0.226,0.286,0.393,0.553,0.927,1.566,2.496,4.946,10.170,14.271,16.874,18.078,16.190,11.317,5.109,1.849
2235,Medium variant,United Arab Emirates,,784,2050-2055,0.776,0.070,0.096,0.166,0.222,0.271,0.360,0.522,0.953,1.647,2.567,4.464,8.701,14.314,19.983,24.006,23.767,18.580,9.887,3.491
2236,Medium variant,United Arab Emirates,,784,2055-2060,0.750,0.066,0.089,0.159,0.217,0.266,0.344,0.480,0.898,1.684,2.686,4.559,7.845,12.317,20.368,28.874,32.251,28.097,16.742,7.045
2237,Medium variant,United Arab Emirates,,784,2060-2065,0.732,0.064,0.084,0.148,0.208,0.258,0.332,0.456,0.818,1.572,2.721,4.723,7.934,11.215,17.719,29.788,39.545,39.094,26.157,12.790
2238,Medium variant,United Arab Emirates,,784,2065-2070,0.715,0.062,0.080,0.138,0.194,0.249,0.326,0.446,0.779,1.429,2.518,4.770,8.165,11.426,16.262,26.244,41.495,49.109,37.434,21.268
2239,Medium variant,United Arab Emirates,,784,2070-2075,0.690,0.060,0.076,0.131,0.184,0.235,0.313,0.434,0.753,1.350,2.265,4.377,8.139,11.833,16.737,24.410,37.248,52.771,48.501,32.703
2240,Medium variant,United Arab Emirates,,784,2075-2080,0.666,0.058,0.075,0.128,0.176,0.220,0.295,0.416,0.726,1.296,2.118,3.882,7.372,11.854,17.514,25.451,35.342,48.560,53.589,45.723
2241,Medium variant,United Arab Emirates,,784,2080-2085,0.644,0.056,0.071,0.122,0.168,0.212,0.279,0.394,0.692,1.245,2.016,3.590,6.488,10.805,17.769,26.989,37.536,47.288,50.826,55.833
2242,Medium variant,United Arab Emirates,,784,2085-2090,0.624,0.053,0.066,0.114,0.162,0.202,0.262,0.369,0.646,1.172,1.917,3.383,5.940,9.573,16.374,27.690,40.470,51.353,51.073,58.783
2243,Medium variant,United Arab Emirates,,784,2090-2095,0.605,0.052,0.063,0.108,0.154,0.194,0.251,0.349,0.601,1.084,1.789,3.184,5.544,8.831,14.654,25.830,42.211,56.612,57.067,61.720
2244,Medium variant,United Arab Emirates,,784,2095-2100,0.584,0.048,0.058,0.099,0.143,0.182,0.238,0.331,0.563,0.998,1.639,2.933,5.164,8.306,13.667,23.400,40.012,60.304,64.683,70.697
2245,Medium variant,Yemen,,887,2015-2020,113.262,9.678,8.771,11.028,14.374,15.424,14.813,13.922,12.749,13.185,16.147,19.473,23.459,29.204,32.666,31.298,25.169,14.267,5.261,1.220
2246,Medium variant,Yemen,,887,2020-2025,101.645,9.020,8.294,10.362,13.110,14.840,15.920,16.004,15.847,15.656,17.172,21.799,27.074,32.580,38.589,38.287,29.291,16.640,6.100,1.385
2247,Medium variant,Yemen,,887,2025-2030,90.274,8.120,7.678,9.895,12.462,13.743,15.599,17.550,18.616,19.872,20.726,23.498,30.667,38.004,43.500,45.607,36.376,19.629,7.220,1.628
2248,Medium variant,Yemen,,887,2030-2035,79.687,7.135,6.833,9.214,11.968,13.187,14.637,17.496,20.792,23.763,26.703,28.684,33.395,43.462,51.240,51.961,43.622,24.820,8.632,1.950
2249,Medium variant,Yemen,,887,2035-2040,70.407,6.311,6.086,8.410,11.376,12.967,14.384,16.798,21.215,27.064,32.331,37.213,40.841,47.313,58.507,61.284,49.957,29.794,11.109,2.364
2250,Medium variant,Yemen,,887,2040-2045,61.605,5.523,5.354,7.517,10.410,12.397,14.273,16.719,20.666,28.020,37.204,45.407,53.354,58.339,64.351,70.861,60.085,34.951,13.535,3.110
2251,Medium variant,Yemen,,887,2045-2050,53.213,4.784,4.681,6.631,9.307,11.366,13.734,16.765,20.844,27.635,38.875,52.608,65.517,76.816,80.271,79.028,70.542,43.069,16.293,3.885
2252,Medium variant,Yemen,,887,2050-2055,45.654,4.135,4.088,5.872,8.298,10.284,12.793,16.432,21.301,28.328,38.803,55.453,76.483,95.152,106.771,100.272,80.095,51.428,20.601,4.808
2253,Medium variant,Yemen,,887,2055-2060,38.554,3.495,3.503,5.100,7.304,9.169,11.602,15.368,21.033,29.159,39.935,55.431,80.770,111.504,133.079,134.617,103.906,59.598,25.037,6.231
2254,Medium variant,Yemen,,887,2060-2065,32.603,2.921,2.964,4.404,6.387,8.114,10.423,14.124,20.004,29.219,41.518,57.462,81.296,118.829,157.715,170.281,141.988,80.178,29.834,7.818
2255,Medium variant,Yemen,,887,2065-2070,27.936,2.519,2.595,3.971,5.863,7.553,9.786,13.337,19.121,28.546,42.204,60.027,84.259,119.488,167.911,202.325,181.058,111.008,41.627,9.625
2256,Medium variant,Yemen,,887,2070-2075,24.137,2.193,2.290,3.546,5.331,6.972,9.122,12.538,18.097,27.302,41.196,60.922,88.070,124.478,170.494,218.490,219.985,146.006,59.697,14.031
2257,Medium variant,Yemen,,887,2075-2080,20.840,1.899,1.997,3.142,4.765,6.321,8.379,11.619,16.935,25.745,39.208,59.176,89.221,130.523,179.043,225.240,242.284,182.906,81.578,21.138
2258,Medium variant,Yemen,,887,2080-2085,18.090,1.653,1.753,2.796,4.252,5.660,7.583,10.640,15.687,24.097,36.964,56.325,86.913,133.276,190.033,240.986,256.858,207.532,106.364,30.617
2259,Medium variant,Yemen,,887,2085-2090,15.830,1.457,1.554,2.492,3.812,5.083,6.808,9.635,14.405,22.364,34.597,53.037,82.805,130.582,195.926,259.810,281.541,227.881,124.690,42.267
2260,Medium variant,Yemen,,887,2090-2095,13.941,1.289,1.383,2.231,3.420,4.547,6.083,8.629,13.035,20.499,32.022,49.495,77.979,125.122,193.841,271.947,310.714,258.445,143.046,52.865
2261,Medium variant,Yemen,,887,2095-2100,12.341,1.139,1.228,2.007,3.076,4.082,5.448,7.708,11.661,18.529,29.312,45.725,72.847,118.591,187.660,273.315,332.691,294.844,169.333,64.589
2262,Medium variant,EUROPE,,908,2015-2020,90.499,8.247,10.831,18.634,30.799,56.891,94.877,131.285,182.200,264.726,416.637,651.674,934.255,1226.189,1593.264,2594.851,3760.015,4108.683,3175.074,1427.927
2263,Medium variant,EUROPE,,908,2020-2025,75.364,7.532,10.523,17.818,25.692,41.961,79.345,123.941,172.108,249.048,367.682,572.102,874.734,1263.633,1756.424,2370.602,3574.039,4271.000,3362.911,1878.558
2264,Medium variant,EUROPE,,908,2025-2030,62.703,6.519,9.698,17.532,24.921,34.570,58.110,103.759,161.998,234.644,345.649,505.001,769.831,1190.291,1824.056,2639.280,3400.925,4181.153,3659.278,2143.310
2265,Medium variant,EUROPE,,908,2030-2035,54.183,5.551,8.412,16.357,24.833,33.767,47.917,77.032,137.030,220.430,325.188,474.926,681.380,1053.829,1732.655,2766.059,3838.002,4216.364,3710.930,2456.556
2266,Medium variant,EUROPE,,908,2035-2040,49.508,4.782,7.186,14.356,23.364,34.048,46.859,64.006,103.807,187.989,305.138,447.010,641.792,936.310,1547.683,2666.981,4070.313,4860.395,4008.636,2666.053
2267,Medium variant,EUROPE,,908,2040-2045,46.713,4.323,6.204,12.338,20.483,32.015,47.001,62.230,86.894,144.821,261.682,420.053,605.383,883.843,1379.908,2414.021,4008.346,5242.454,4733.707,3070.197
2268,Medium variant,EUROPE,,908,2045-2050,43.409,4.084,5.645,10.719,17.665,28.099,44.237,62.303,84.117,121.895,202.748,360.005,569.691,836.647,1309.390,2180.042,3726.785,5366.291,5248.312,3765.259
2269,Medium variant,EUROPE,,908,2050-2055,39.221,3.870,5.346,9.768,15.384,24.109,38.686,58.358,83.526,117.245,170.386,277.948,487.450,788.805,1243.521,2079.770,3432.979,5202.299,5623.614,4407.515
2270,Medium variant,EUROPE,,908,2055-2060,35.061,3.541,4.995,9.222,14.063,20.887,33.085,51.152,78.138,115.752,163.417,232.966,376.270,677.905,1178.618,1989.269,3299.119,4960.094,5728.153,5055.598
2271,Medium variant,EUROPE,,908,2060-2065,31.761,3.193,4.570,8.653,13.349,19.063,28.596,43.889,68.747,107.889,160.588,222.848,314.861,523.647,1018.793,1897.693,3178.989,4837.794,5682.735,5565.231
2272,Medium variant,EUROPE,,908,2065-2070,29.395,2.849,4.023,7.859,12.523,18.038,25.951,37.907,59.137,94.953,149.107,218.295,300.812,437.816,788.780,1655.584,3056.896,4735.341,5674.091,5906.135
2273,Medium variant,EUROPE,,908,2070-2075,27.807,2.593,3.556,6.945,11.331,16.896,24.477,34.340,51.231,81.870,131.112,202.397,295.229,419.715,661.356,1299.714,2709.546,4636.963,5692.955,6211.953
2274,Medium variant,EUROPE,,908,2075-2080,26.150,2.408,3.229,6.131,10.002,15.277,22.834,32.293,46.357,70.932,112.875,177.456,273.851,413.849,636.590,1099.449,2184.528,4222.762,5717.509,6531.604
2275,Medium variant,EUROPE,,908,2080-2085,24.274,2.265,2.981,5.507,8.812,13.404,20.530,30.036,43.424,64.038,97.650,152.324,240.123,385.893,631.717,1063.328,1885.722,3565.186,5402.640,6882.787
2276,Medium variant,EUROPE,,908,2085-2090,22.352,2.116,2.778,5.076,7.920,11.723,17.918,26.897,40.236,59.727,87.857,131.257,205.861,339.240,591.923,1058.918,1836.765,3187.145,4831.413,7008.865
2277,Medium variant,EUROPE,,908,2090-2095,20.623,1.940,2.549,4.663,7.265,10.479,15.578,23.407,36.012,55.139,81.636,117.795,177.344,291.815,523.072,997.933,1837.904,3151.822,4535.415,6893.679
2278,Medium variant,EUROPE,,908,2095-2100,19.345,1.761,2.294,4.230,6.684,9.568,13.823,20.282,31.245,49.097,74.938,108.870,158.818,251.798,451.908,888.594,1743.513,3177.344,4608.714,6932.437
2279,Medium variant,Eastern Europe,,923,2015-2020,54.698,5.172,6.639,10.656,18.887,40.983,71.646,94.144,117.857,150.553,231.605,387.611,573.882,706.542,831.214,1372.189,1821.818,1666.246,1011.410,292.514
2280,Medium variant,Eastern Europe,,923,2020-2025,44.355,4.853,6.748,10.590,15.152,27.961,58.555,90.128,114.994,150.766,202.914,318.279,516.417,761.838,990.117,1176.891,1694.689,1766.092,1086.951,432.864
2281,Medium variant,Eastern Europe,,923,2025-2030,35.749,4.148,6.368,10.979,15.310,22.175,39.837,73.501,110.016,147.402,203.922,279.695,426.277,692.361,1082.416,1424.843,1516.912,1668.298,1223.349,503.543
2282,Medium variant,Eastern Europe,,923,2030-2035,30.488,3.457,5.451,10.508,16.040,22.424,31.744,50.459,90.535,141.048,199.434,281.608,377.324,577.490,995.492,1577.902,1879.984,1586.620,1173.310,602.736
2283,Medium variant,Eastern Europe,,923,2035-2040,28.297,2.922,4.562,9.101,15.442,23.573,32.007,40.449,62.979,116.958,190.591,275.475,381.361,515.370,840.159,1470.357,2109.596,2030.426,1203.012,619.763
2284,Medium variant,Eastern Europe,,923,2040-2045,27.676,2.651,3.855,7.642,13.369,22.570,33.319,40.673,50.774,82.645,159.522,264.240,374.995,524.601,753.749,1252.882,1992.407,2310.725,1597.764,680.275
2285,Medium variant,Eastern Europe,,923,2045-2050,26.294,2.582,3.549,6.530,11.280,19.555,31.864,42.479,51.184,66.996,113.463,221.297,360.655,519.530,774.010,1139.983,1730.238,2237.964,1860.811,931.698
2286,Medium variant,Eastern Europe,,923,2050-2055,23.886,2.507,3.437,6.000,9.678,16.448,27.512,40.518,53.475,67.436,91.794,157.131,301.715,502.015,771.291,1181.933,1611.939,1992.275,1855.258,1156.267
2287,Medium variant,Eastern Europe,,923,2055-2060,21.336,2.320,3.272,5.826,8.939,14.044,23.101,35.091,51.140,70.401,92.238,126.937,214.735,423.385,751.740,1190.441,1700.943,1926.309,1705.995,1243.503
2288,Medium variant,Eastern Europe,,923,2060-2065,19.444,2.085,3.022,5.592,8.711,12.912,19.688,29.584,44.612,67.430,96.102,127.301,173.897,303.349,640.690,1171.296,1739.218,2083.959,1728.937,1229.123
2289,Medium variant,Eastern Europe,,923,2065-2070,18.373,1.875,2.657,5.124,8.368,12.503,18.003,25.247,37.747,58.928,91.827,132.149,174.418,246.578,461.577,1006.847,1729.885,2174.193,1927.720,1303.058
2290,Medium variant,Eastern Europe,,923,2070-2075,17.845,1.717,2.343,4.520,7.638,11.942,17.358,23.114,32.409,50.126,80.347,126.121,181.539,249.163,377.729,733.615,1506.234,2205.297,2070.651,1514.687
2291,Medium variant,Eastern Europe,,923,2075-2080,17.188,1.622,2.139,3.986,6.737,10.854,16.474,22.292,29.791,43.212,68.391,110.138,173.454,261.150,384.371,605.349,1116.058,1951.063,2152.158,1725.993
2292,Medium variant,Eastern Europe,,923,2080-2085,16.218,1.558,2.029,3.628,5.930,9.523,14.929,21.191,28.796,39.788,58.985,93.610,151.749,251.506,406.117,620.856,935.174,1482.219,1944.203,1897.753
2293,Medium variant,Eastern Europe,,923,2085-2090,15.121,1.483,1.933,3.411,5.412,8.350,12.995,19.148,27.415,38.488,54.296,80.599,129.147,221.564,394.147,660.561,969.238,1271.089,1526.648,1868.973
2294,Medium variant,Eastern Europe,,923,2090-2095,14.168,1.370,1.790,3.220,5.078,7.528,11.324,16.707,24.885,36.707,52.501,74.071,111.390,190.097,350.295,646.808,1042.462,1341.898,1352.977,1630.128
2295,Medium variant,Eastern Europe,,923,2095-2100,13.572,1.263,1.642,2.979,4.769,7.002,10.155,14.523,21.709,33.265,49.853,71.239,102.319,165.057,303.215,580.311,1031.340,1466.679,1463.079,1493.468
2296,Medium variant,Belarus,,112,2015-2020,0.954,0.133,0.172,0.275,0.482,0.977,1.775,2.548,3.425,4.691,7.718,13.055,17.939,21.956,26.582,44.161,62.697,58.955,34.707,9.423
2297,Medium variant,Belarus,,112,2020-2025,0.744,0.123,0.175,0.263,0.377,0.711,1.508,2.488,3.326,4.365,6.525,10.970,17.437,23.863,30.944,37.685,54.101,59.576,37.790,14.684
2298,Medium variant,Belarus,,112,2025-2030,0.573,0.104,0.165,0.274,0.366,0.553,1.100,2.115,3.254,4.249,6.084,9.316,14.710,23.373,34.039,44.714,48.235,52.538,40.722,17.397
2299,Medium variant,Belarus,,112,2030-2035,0.477,0.085,0.140,0.262,0.382,0.535,0.859,1.549,2.784,4.199,5.978,8.769,12.595,19.825,33.595,49.738,58.306,49.639,36.526,20.121
2300,Medium variant,Belarus,,112,2035-2040,0.431,0.070,0.118,0.228,0.367,0.567,0.843,1.223,2.053,3.604,5.921,8.616,11.850,16.990,28.702,49.810,66.489,62.195,37.466,19.677
2301,Medium variant,Belarus,,112,2040-2045,0.406,0.063,0.098,0.190,0.320,0.552,0.898,1.212,1.634,2.665,5.108,8.523,11.638,15.994,24.690,43.121,67.975,73.422,48.943,21.415
2302,Medium variant,Belarus,,112,2045-2050,0.369,0.059,0.088,0.162,0.271,0.485,0.878,1.297,1.625,2.128,3.780,7.323,11.477,15.692,23.317,37.484,60.012,77.197,60.181,28.922
2303,Medium variant,Belarus,,112,2050-2055,0.319,0.055,0.084,0.145,0.231,0.414,0.779,1.278,1.749,2.122,3.002,5.403,9.814,15.454,22.909,35.732,53.298,70.146,65.443,37.912
2304,Medium variant,Belarus,,112,2055-2060,0.266,0.049,0.079,0.140,0.210,0.355,0.669,1.140,1.728,2.289,2.984,4.289,7.218,13.203,22.630,35.424,51.784,64.506,61.656,44.499
2305,Medium variant,Belarus,,112,2060-2065,0.231,0.043,0.071,0.134,0.204,0.326,0.579,0.985,1.551,2.266,3.220,4.263,5.733,9.711,19.455,35.361,52.372,64.633,59.314,45.635
2306,Medium variant,Belarus,,112,2065-2070,0.204,0.037,0.061,0.121,0.195,0.317,0.538,0.860,1.345,2.037,3.193,4.586,5.690,7.696,14.344,30.688,53.142,67.317,61.679,46.539
2307,Medium variant,Belarus,,112,2070-2075,0.188,0.033,0.053,0.106,0.180,0.310,0.530,0.807,1.185,1.777,2.880,4.547,6.115,7.624,11.349,22.773,46.692,69.915,66.558,50.545
2308,Medium variant,Belarus,,112,2075-2080,0.173,0.030,0.048,0.092,0.158,0.287,0.521,0.802,1.117,1.567,2.508,4.081,6.021,8.157,11.210,18.085,35.133,62.829,71.465,57.325
2309,Medium variant,Belarus,,112,2080-2085,0.153,0.028,0.044,0.084,0.140,0.256,0.484,0.787,1.111,1.476,2.202,3.535,5.366,7.989,11.966,17.900,28.276,48.427,66.109,65.354
2310,Medium variant,Belarus,,112,2085-2090,0.133,0.025,0.042,0.079,0.127,0.228,0.436,0.738,1.096,1.472,2.073,3.098,4.635,7.115,11.770,19.266,28.472,40.179,52.847,66.463
2311,Medium variant,Belarus,,112,2090-2095,0.117,0.022,0.037,0.073,0.119,0.209,0.389,0.666,1.030,1.450,2.057,2.900,4.036,6.106,10.447,19.008,30.954,41.392,45.443,58.688
2312,Medium variant,Belarus,,112,2095-2100,0.103,0.019,0.034,0.067,0.113,0.197,0.358,0.599,0.930,1.362,2.022,2.864,3.758,5.287,8.949,16.937,30.887,46.036,48.488,52.896
2313,Medium variant,Bulgaria,,100,2015-2020,1.204,0.108,0.135,0.207,0.295,0.433,0.692,1.221,2.105,3.226,4.906,7.563,11.475,18.029,27.694,39.867,56.325,54.085,27.345,6.305
2314,Medium variant,Bulgaria,,100,2020-2025,1.000,0.093,0.127,0.205,0.241,0.320,0.598,1.068,1.854,3.120,4.640,6.667,9.911,15.729,27.996,42.237,52.911,53.661,30.582,7.831
2315,Medium variant,Bulgaria,,100,2025-2030,0.820,0.081,0.112,0.198,0.245,0.263,0.442,0.920,1.620,2.746,4.489,6.327,8.796,13.714,24.649,43.152,57.487,52.708,31.280,9.514
2316,Medium variant,Bulgaria,,100,2030-2035,0.713,0.070,0.098,0.175,0.236,0.266,0.356,0.673,1.392,2.412,3.973,6.159,8.413,12.248,21.561,38.220,59.480,59.526,32.585,10.466
2317,Medium variant,Bulgaria,,100,2035-2040,0.658,0.060,0.084,0.154,0.210,0.260,0.362,0.541,1.018,2.073,3.489,5.447,8.210,11.774,19.356,33.810,53.847,62.984,39.385,11.867
2318,Medium variant,Bulgaria,,100,2040-2045,0.618,0.054,0.072,0.133,0.187,0.233,0.354,0.547,0.818,1.515,2.992,4.780,7.267,11.546,18.655,30.630,48.536,58.898,42.523,15.382
2319,Medium variant,Bulgaria,,100,2045-2050,0.567,0.050,0.064,0.115,0.163,0.209,0.317,0.536,0.829,1.216,2.184,4.094,6.401,10.291,18.416,29.828,44.815,54.848,41.589,17.891
2320,Medium variant,Bulgaria,,100,2050-2055,0.508,0.047,0.060,0.103,0.141,0.183,0.284,0.478,0.809,1.231,1.750,2.978,5.485,9.096,16.512,29.660,44.367,52.241,40.449,19.018
2321,Medium variant,Bulgaria,,100,2055-2060,0.450,0.043,0.056,0.097,0.129,0.160,0.248,0.425,0.719,1.199,1.768,2.387,3.994,7.839,14.607,26.743,44.739,53.344,40.299,19.914
2322,Medium variant,Bulgaria,,100,2060-2065,0.405,0.038,0.051,0.090,0.121,0.147,0.217,0.370,0.640,1.068,1.725,2.418,3.219,5.760,12.730,23.933,41.048,55.228,43.263,21.287
2323,Medium variant,Bulgaria,,100,2065-2070,0.372,0.034,0.044,0.081,0.114,0.139,0.197,0.321,0.555,0.949,1.532,2.351,3.265,4.656,9.398,20.969,37.217,51.670,46.209,24.245
2324,Medium variant,Bulgaria,,100,2070-2075,0.350,0.031,0.040,0.072,0.103,0.131,0.187,0.292,0.481,0.823,1.359,2.087,3.186,4.753,7.605,15.598,33.044,48.210,44.398,27.630
2325,Medium variant,Bulgaria,,100,2075-2080,0.327,0.029,0.036,0.064,0.092,0.120,0.175,0.275,0.436,0.710,1.173,1.845,2.829,4.663,7.773,12.691,24.828,43.408,43.298,28.745
2326,Medium variant,Bulgaria,,100,2080-2085,0.305,0.027,0.033,0.058,0.083,0.107,0.160,0.258,0.412,0.644,1.016,1.599,2.521,4.187,7.712,13.102,20.487,33.340,39.779,29.991
2327,Medium variant,Bulgaria,,100,2085-2090,0.282,0.025,0.031,0.054,0.075,0.097,0.144,0.234,0.385,0.610,0.922,1.384,2.191,3.758,6.960,13.081,21.383,28.302,31.478,29.781
2328,Medium variant,Bulgaria,,100,2090-2095,0.261,0.023,0.028,0.049,0.070,0.088,0.128,0.208,0.347,0.567,0.868,1.252,1.899,3.286,6.272,11.864,21.545,30.142,28.054,26.047
2329,Medium variant,Bulgaria,,100,2095-2100,0.243,0.021,0.025,0.046,0.065,0.082,0.116,0.184,0.306,0.510,0.805,1.176,1.720,2.864,5.508,10.742,19.706,30.777,30.919,24.284
